"URN","LA (code)","LA (name)","EstablishmentNumber","EstablishmentName","TypeOfEstablishment (name)","EstablishmentTypeGroup (name)","EstablishmentStatus (name)","ReasonEstablishmentOpened (name)","OpenDate","ReasonEstablishmentClosed (name)","CloseDate","PhaseOfEducation (name)","StatutoryLowAge","StatutoryHighAge","Boarders (name)","NurseryProvision (name)","OfficialSixthForm (name)","Gender (name)","ReligiousCharacter (name)","ReligiousEthos (name)","Diocese (name)","AdmissionsPolicy (name)","SchoolCapacity","SpecialClasses (name)","CensusDate","NumberOfPupils","NumberOfBoys","NumberOfGirls","PercentageFSM","TrustSchoolFlag (name)","Trusts (name)","SchoolSponsorFlag (name)","SchoolSponsors (name)","FederationFlag (name)","Federations (name)","UKPRN","FEHEIdentifier","FurtherEducationType (name)","OfstedLastInsp","LastChangedDate","Street","Locality","Address3","Town","County (name)","Postcode","SchoolWebsite","TelephoneNum","HeadTitle (name)","HeadFirstName","HeadLastName","HeadPreferredJobTitle","BSOInspectorateName (name)","InspectorateReport","DateOfLastInspectionVisit","NextInspectionVisit","TeenMoth (name)","TeenMothPlaces","CCF (name)","SENPRU (name)","EBD (name)","PlacesPRU","FTProv (name)","EdByOther (name)","Section41Approved (name)","SEN1 (name)","SEN2 (name)","SEN3 (name)","SEN4 (name)","SEN5 (name)","SEN6 (name)","SEN7 (name)","SEN8 (name)","SEN9 (name)","SEN10 (name)","SEN11 (name)","SEN12 (name)","SEN13 (name)","TypeOfResourcedProvision (name)","ResourcedProvisionOnRoll","ResourcedProvisionCapacity","SenUnitOnRoll","SenUnitCapacity","GOR (name)","DistrictAdministrative (name)","AdministrativeWard (name)","ParliamentaryConstituency (name)","UrbanRural (name)","GSSLACode (name)","Easting","Northing","CensusAreaStatisticWard (name)","MSOA (name)","LSOA (name)","InspectorateName (name)","SENStat","SENNoStat","PropsName","OfstedRating (name)","RSCRegion (name)","Country (name)","UPRN","SiteName","QABName (name)","EstablishmentAccredited (name)","QABReport","CHNumber","MSOA (code)","LSOA (code)"
125190,"936","Surrey","3369","St Giles' CofE (Aided) Infant School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",5,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",120,"No Special Classes","16-01-2020","87","46","41","9.2","Not applicable","","Not applicable","","Not under a federation","",10079628,"","Not applicable","21-01-2016","05-08-2020","Dene Road","","","Ashtead","Surrey","KT21 1EA","www.stgiles.surrey.sch.uk/","01372272017","Mrs","Nicola","Angus","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Mole Valley","Ashtead Park","Epsom and Ewell","(England/Wales) Urban major conurbation","E10000030",518929,158025,"","Mole Valley 001","Mole Valley 001C","","","","","Outstanding","South-East England and South London","","100062368657","","Not applicable","Not applicable","","","E02006362","E01030509"
125191,"936","Surrey","3370","Limpsfield CofE Infant School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Southwark","Not applicable",180,"No Special Classes","16-01-2020","162","80","82","5.6","Not applicable","","Not applicable","","Not under a federation","",10079627,"","Not applicable","06-06-2013","12-03-2021","Limpsfield Common","Westerham Road","","Oxted","Surrey","RH8 0EA","www.limpsfield.surrey.sch.uk/","01883723183","Mrs","Cheryl","Hudson","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Tandridge","Limpsfield","East Surrey","(England/Wales) Urban city and town","E10000030",541025,152737,"","Tandridge 006","Tandridge 006B","","","","","Outstanding","South-East England and South London","","200000143265","","Not applicable","Not applicable","","","E02006433","E01030832"
125192,"936","Surrey","3375","Newdigate CofE Endowed Aided Infant School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,7,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",90,"No Special Classes","16-01-2020","64","36","28","12.5","Not applicable","","Not applicable","","Not under a federation","",10079626,"","Not applicable","13-03-2018","17-03-2021","Village Street","Newdigate","","Dorking","Surrey","RH5 5DJ","http://www.newdigate.surrey.sch.uk","01306631353","Mrs","Paula","Bliss","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Mole Valley","Capel, Leigh and Newdigate","Mole Valley","(England/Wales) Rural village","E10000030",519747,142171,"","Mole Valley 013","Mole Valley 013B","","","","","Good","South-East England and South London","","100062496073","","Not applicable","Not applicable","","","E02006374","E01030528"
125193,"936","Surrey","3376","Nutfield Church CofE Primary School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",5,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Southwark","Not applicable",210,"No Special Classes","16-01-2020","206","87","119","6.8","Not applicable","","Not applicable","","Not under a federation","",10076291,"","Not applicable","09-07-2019","09-03-2021","59 Mid Street","South Nutfield","","Redhill","Surrey","RH1 4JJ","www.nutfield.surrey.sch.uk","01737823239","Miss","Imogen","Woods","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Tandridge","Bletchingley and Nutfield","East Surrey","(England/Wales) Rural town and fringe","E10000030",530639,149569,"","Tandridge 008","Tandridge 008C","","","","","Good","South-East England and South London","","100062470067","","Not applicable","Not applicable","","","E02006435","E01030814"
125194,"936","Surrey","3380","St Mary's CofE Primary School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Southwark","Not applicable",660,"No Special Classes","16-01-2020","602","298","304","8.6","Not applicable","","Not applicable","","Not under a federation","",10076290,"","Not applicable","16-12-2015","25-03-2021","Silkham Road","","","Oxted","Surrey","RH8 0NP","http://www.stmarysprimary.org","01883712817","Mrs","Sarah","Lewis","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Tandridge","Oxted North and Tandridge","East Surrey","(England/Wales) Urban city and town","E10000030",539047,153467,"","Tandridge 006","Tandridge 006C","","","","","Outstanding","South-East England and South London","","100062498917","","Not applicable","Not applicable","","","E02006433","E01030836"
125195,"936","Surrey","3381","Puttenham CofE Infant School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",5,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",120,"No Special Classes","16-01-2020","109","55","54","1.8","Not applicable","","Not applicable","","Not under a federation","",10079625,"","Not applicable","29-04-2009","25-03-2021","School Lane","Puttenham","","Guildford","Surrey","GU3 1AS","www.puttenhamschool.co.uk/","01483810317","Miss","Anna","De Filippis","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Guildford","Pilgrims","Guildford","(England/Wales) Rural village","E10000030",493073,147925,"","Guildford 017","Guildford 017B","","","","","Outstanding","South-East England and South London","","100062341733","","Not applicable","Not applicable","","","E02006360","E01030472"
125196,"936","Surrey","3387","Reigate Parish Church Primary  School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Southwark","Not applicable",420,"No Special Classes","16-01-2020","421","208","213","1.7","Not applicable","","Not applicable","","Not under a federation","",10076732,"","Not applicable","19-06-2019","09-02-2021","Blackborough Road","","","Reigate","Surrey","RH2 7DB","http://www.reigate-parish.org.uk","01737244476","Mrs","Frances","Davis","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Reigate and Banstead","Meadvale & St John's","Reigate","(England/Wales) Urban city and town","E10000030",526293,150023,"","Reigate and Banstead 012","Reigate and Banstead 012E","","","","","Outstanding","South-East England and South London","","100062490752","","Not applicable","Not applicable","","","E02006386","E01030621"
125197,"936","Surrey","3405","St Peter's CofE Infant School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Southwark","Not applicable",90,"No Special Classes","16-01-2020","84","43","41","1.2","Not applicable","","Not applicable","","Not under a federation","",10079624,"","Not applicable","31-01-2008","25-03-2021","Tandridge Lane","Tandridge","","Oxted","Surrey","RH8 9NN","http://www.stpeters-oxted.surrey.sch.uk","01883712439","Miss","Lenia","Greenaway","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","Not applicable","","","","","South East","Tandridge","Oxted North and Tandridge","East Surrey","(England/Wales) Rural village","E10000030",537194,150902,"","Tandridge 006","Tandridge 006E","","","","","Outstanding","South-East England and South London","","100062499149","","Not applicable","Not applicable","","","E02006433","E01030838"
125198,"936","Surrey","3407","All Saints CofE Aided Infant School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Non-selective",90,"No Special Classes","16-01-2020","90","47","43","0","Not applicable","","Not applicable","","Not under a federation","",10079623,"","Not applicable","01-02-2007","23-03-2021","Tilford Road","Tilford","","Farnham","Surrey","GU10 2DA","www.allsaints-tilford.surrey.sch.uk","01252792491","Miss","Sara","Cox","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Waverley","Frensham, Dockenfield and Tilford","South West Surrey","(England/Wales) Rural hamlet and isolated dwellings","E10000030",487248,143279,"","Waverley 018","Waverley 018A","","","","","Outstanding","South-East England and South London","","200001293923","","Not applicable","Not applicable","","","E02006839","E01030908"
125199,"936","Surrey","3408","Clandon CofE Aided Primary School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",5,10,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",105,"No Special Classes","16-01-2020","92","51","41","31.5","Not applicable","","Not applicable","","Not under a federation","",10078748,"","Not applicable","14-03-2019","22-04-2021","The Street","West Clandon","","Guildford","Surrey","GU4 7ST","www.clandon.surrey.sch.uk","01483222442","Mrs","Victoria","Voller","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Guildford","Clandon and Horsley","Mole Valley","(England/Wales) Rural village","E10000030",504532,151865,"","Guildford 001","Guildford 001A","","","","","Requires improvement","South-East England and South London","","10007049468","","Not applicable","Not applicable","","","E02006344","E01030440"
125200,"936","Surrey","3415","The Chandler CofE Aided Junior School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",390,"No Special Classes","16-01-2020","356","178","178","11","Not applicable","","Not applicable","","Not under a federation","",10076289,"","Not applicable","14-06-2017","21-04-2021","Middlemarch","Roke Lane","Witley","Godalming","Surrey","GU8 5PB","http://www.thechandlercofejuniorschool.org.uk","01428683071","Mr","Hugh","Rawson","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Waverley","Witley and Hambledon","South West Surrey","(England/Wales) Rural town and fringe","E10000030",494560,140164,"","Waverley 012","Waverley 012E","","","","","Good","South-East England and South London","","200001286112","","Not applicable","Not applicable","","","E02006450","E01030943"
125201,"936","Surrey","3416","Horsell CofE Aided Junior School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",360,"No Special Classes","16-01-2020","355","193","162","3.9","Not applicable","","Not applicable","","Not under a federation","",10076288,"","Not applicable","15-01-2020","02-02-2021","Meadway Drive","Horsell","F.A.O Jan Benton, Meadway Drive","Woking","Surrey","GU21 4TA","www.horsell-junior.surrey.sch.uk","01483761531","Mrs","Celia","Wand","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Woking","Horsell","Woking","(England/Wales) Urban major conurbation","E10000030",499376,159442,"","Woking 003","Woking 003D","","","","","Good","South-East England and South London","","200000201872","","Not applicable","Not applicable","","","E02006458","E01030966"
